|joey|rachel|monica|phoebe|chandler|ross|other
waitresses|0|1|0|0|0|0|1
wendys|0|0|0|0|3|0|1
professional|1|3|2|5|0|2|5
maintaining|0|0|0|0|1|0|1
amateur|0|0|0|0|0|0|1
status|1|0|0|0|0|0|1
olympics|0|0|0|1|0|0|1
brag|1|0|1|0|2|0|1
innsbruck|0|0|0|0|0|0|1
76|0|0|0|2|0|0|1
vulva|1|0|0|0|0|1|0
panicked|0|2|1|0|0|1|0
loss|0|1|1|1|0|2|2
cuddling|0|0|1|0|0|2|0
whoaa|2|0|0|0|0|0|0
cuddled|2|0|0|0|0|0|0
howre|2|0|0|0|1|0|0
caress|1|0|0|0|0|0|0
ahead|4|7|3|10|4|12|10
soft|2|3|2|2|1|4|2
trembling|0|0|0|0|0|1|0
rooting|0|0|0|0|0|0|1
kostelic|0|0|0|0|0|0|1
fifteenth|0|0|0|0|0|0|4
satisfying|0|0|0|0|0|0|2
steal|0|4|7|6|4|2|3
generous|3|1|0|6|2|1|7
yearly|0|0|0|0|1|0|1
bonus|3|2|0|0|2|1|2
structure|0|0|0|0|0|0|1
mentioned|2|1|1|0|3|1|3
hardball|0|0|0|0|0|1|1
negotiation|0|0|0|0|0|0|1
rejection|2|0|1|0|1|0|1
cubicle|0|0|0|0|1|0|2
cube|0|0|0|1|0|0|1
indeedy|0|0|0|0|1|0|1
view|0|2|2|0|2|1|4
peeing|0|2|0|0|1|0|5
thatll|1|1|6|2|1|2|4
promised|5|7|6|2|5|4|4
bailed|0|0|0|0|0|1|1
greeter|0|0|0|0|0|0|1
mmmmmm|0|0|0|0|0|0|2
smells|10|3|3|3|4|6|4
smelt|0|0|0|0|0|0|1
combination|1|0|0|0|2|0|4
polite|0|0|0|1|1|0|2
blazed|0|0|0|0|0|0|1
doobie|0|0|0|0|0|0|1
smoked|1|1|3|3|5|0|2
bone|3|1|0|1|1|6|3
weed|0|0|0|0|1|0|1
hemp|0|0|0|0|0|0|1
ganja|0|0|0|0|0|0|1
cheech|0|0|0|0|0|0|1
dry|7|4|2|4|5|5|9
rot|0|0|0|0|0|0|2
shrimp|2|0|0|0|1|0|1
ravioli|2|0|0|1|1|0|2
celantro|0|0|0|0|0|0|1
pondou|0|0|0|0|0|0|1
ginger|3|0|3|1|2|0|2
judy|0|3|2|4|0|1|13
tartlets|0|0|0|0|0|0|4
meaning|0|1|1|0|1|0|3
taco|0|0|1|0|0|0|2
shells|0|0|0|1|0|0|1
corn|1|0|0|0|2|1|1
envelope|2|1|0|0|0|1|1
spoil|0|1|3|0|0|0|3
appetite|0|0|1|0|0|0|1
sugar|3|2|1|0|1|1|6
os|0|0|0|0|1|0|1
macaroni|1|0|3|0|0|1|3
gummi|0|0|0|0|0|0|1
overboard|1|0|0|0|0|0|1
drowning|0|0|2|1|1|0|1
fellows|0|0|0|0|0|0|1
tartlet|0|0|0|0|0|0|1
tool|1|0|0|1|0|0|1
faking|0|1|1|0|0|1|1
michener|0|0|0|0|0|1|0
elaborate|0|0|0|0|0|1|0
filth|0|0|0|0|1|1|0
characters|4|0|0|0|0|2|1
plot|1|0|0|0|0|1|1
lines|11|3|2|3|1|1|6
themes|0|0|0|0|0|1|0
motif|0|0|0|0|0|1|0
villagers|0|0|0|1|0|1|0
exhausted|2|1|1|2|2|2|0
fran|0|0|0|0|1|1|1
whooooaaaa|0|0|0|0|0|0|1
eeeee|0|0|0|1|0|0|1
aaaaah|0|0|0|0|0|0|1
aprons|1|0|0|0|0|0|1
whether|4|3|4|2|2|1|2
testing|2|0|0|1|0|4|1
acting|23|1|6|6|7|1|4
erasing|0|0|0|0|0|1|0
supposedly|0|0|0|1|0|4|0
newspaper|0|0|1|2|0|2|0
ed|0|1|0|2|0|3|2
crossword|1|3|2|1|1|1|1
ursulas|1|0|0|0|0|0|0
liam|0|0|0|1|0|1|4
neeson|0|0|0|1|0|0|0
morly|0|0|0|1|0|0|0
safer|1|0|0|1|0|0|0
cuts|2|0|0|1|2|1|1
ursula|4|2|0|15|1|0|7
riffs|1|0|0|1|0|0|1
standin|1|0|0|0|0|1|0
dumb|5|7|2|7|1|1|2
lamaze|0|0|0|1|0|2|0
earth|2|3|0|1|3|2|0
science|5|1|0|3|2|8|4
gym|0|0|7|1|15|10|5
susans|0|0|1|0|0|3|1
lesbians|0|0|0|1|0|1|1
parenting|0|0|0|0|0|1|1
mighta|0|0|0|0|0|1|0
jacket|4|4|8|4|3|7|3
rostins|0|0|0|0|0|0|1
c|11|2|2|3|4|1|8
michael|2|1|2|0|0|3|7
buddies|3|0|1|0|0|1|1
births|0|0|0|0|0|1|1
ouch|0|0|1|0|0|2|0
nina|0|0|0|0|7|0|2
bookbinder|0|0|0|0|0|0|1
post|5|3|4|0|5|4|6
friday|2|2|1|4|4|0|3
whack|4|0|0|0|1|0|0
statistics|0|0|0|0|1|0|1
gotcha|7|0|3|0|1|1|6
pen|2|4|3|3|4|4|1
ink|0|1|2|2|0|2|0
creatures|0|0|1|0|0|1|0
remote|3|0|2|1|2|4|0
rossie|0|0|0|0|0|3|0
fix|6|7|1|7|6|4|4
urkel|0|2|0|0|0|0|0
spanish|1|2|0|0|2|0|0
merry|2|1|1|4|9|3|3
refrigerator|0|1|2|1|2|0|6
tuna|1|1|0|0|0|1|1
melt|1|0|0|0|0|0|5
curly|1|0|2|3|0|0|0
fries|6|0|1|3|0|0|2
laverne|0|0|1|0|0|1|0
shirley|0|0|0|0|0|1|0
teacher|6|4|2|4|1|6|8
righty|1|1|0|2|0|2|1
basic|1|1|2|0|0|0|2
stage|7|0|1|0|5|0|3
breathing|3|1|0|0|1|0|2
exercises|0|0|0|0|0|0|1
mommies|0|0|0|0|0|2|2
backs|0|0|0|0|0|1|2
coaches|0|0|0|0|0|0|1
supporting|1|1|0|2|1|0|2
mommys|0|0|0|0|0|0|2
coaching|0|0|0|0|0|0|2
training|1|1|0|1|1|0|6
flip|6|6|1|1|2|1|1
breath|2|1|4|5|3|0|3
v|1|3|0|2|1|3|2
g1n|0|1|0|1|1|0|1
flower|1|0|4|0|1|2|3
d|3|2|5|5|4|1|8
annual|0|0|0|0|0|2|1
anus|0|0|0|0|0|0|1
seventies|0|0|0|0|0|0|1
layin|1|0|0|0|0|0|1
crabtree|0|1|0|0|0|0|0
evelyn|1|1|0|1|0|0|0
bath|2|2|9|3|3|5|3
salts|0|0|2|1|1|0|0
swordfish|0|0|3|0|0|0|1
till|2|1|5|3|3|2|8
cafe|0|0|2|1|0|0|1
lattes|0|0|0|0|0|0|1
biscotti|0|0|0|0|0|0|2
worlds|1|0|1|0|1|0|0
thinnest|0|0|1|0|0|0|0
argument|0|0|3|0|0|1|1
quickie|0|1|0|0|0|0|0
heckles|3|2|7|3|8|0|1
quietly|0|0|2|1|1|0|1
ceiling|0|2|1|2|0|1|2
cats|1|2|2|1|3|2|8
fits|3|1|0|1|1|0|1
seein|0|1|0|0|0|0|0
capades|2|0|0|2|1|0|0
capade|0|0|0|0|1|0|0
knit|0|0|0|1|3|0|0
chrysler|0|0|0|0|1|0|0
douglas|4|0|0|0|2|0|1
memo|0|0|0|0|1|0|2
psychiatrist|0|0|0|0|1|2|1
fl|0|0|0|0|1|0|0
flanen|0|0|0|0|1|0|0
flan|0|0|2|1|3|1|1
informed|0|1|1|0|1|0|0
rather|5|1|1|6|6|4|8
badly|0|1|1|3|4|0|1
frenzy|0|0|0|0|1|0|0
whoo|9|1|1|1|4|4|2
recollection|0|1|0|0|1|0|0
believable|0|0|0|2|1|0|1
assured|0|1|0|0|1|0|0
threat|0|0|0|0|1|0|0
others|1|0|2|0|3|2|1
persons|0|0|1|0|1|0|1
psychology|0|1|1|0|1|0|0
nostril|0|0|0|0|0|0|1
pot|1|5|4|4|1|1|2
roast|0|1|1|0|0|0|1
occurring|0|1|0|0|0|0|0
realized|4|3|4|7|7|7|6
mat|0|0|0|1|0|1|0
scientists|0|0|0|0|2|2|0
wherere|0|0|1|1|1|0|0
avoiding|1|1|0|1|0|0|1
strange|0|3|3|1|2|2|5
jealous|0|16|8|4|3|9|8
scissors|1|2|0|0|1|0|1
paperwork|0|1|0|0|2|0|1
bookbinders|0|0|0|0|1|0|0
psychological|0|0|0|0|0|0|1
profile|1|1|0|0|1|0|3
perosnnel|0|0|0|0|0|0|1
drinks|5|5|3|5|2|4|4
stapler|0|1|0|0|1|0|0
similar|0|0|0|1|4|0|1
desk|1|15|4|0|2|2|8
evil|3|3|0|5|2|4|3
jetson|0|0|0|1|0|0|1
thermos|0|0|0|3|0|0|1
randy|0|0|0|2|0|0|0
brown|3|0|3|5|5|5|5
stole|5|6|5|5|9|6|5
freezing|0|1|1|2|0|0|2
takin|3|2|0|0|3|3|0
fell|13|5|7|2|11|7|6
ankle|0|2|3|1|1|4|2
address|2|2|3|3|2|1|6
insurance|4|1|2|1|3|3|4
cost|5|5|2|5|3|2|2
rays|0|0|1|0|0|0|0
fraud|0|0|1|0|0|0|0
forms|0|2|3|1|0|2|3
filling|1|1|2|0|0|0|0
field|1|2|1|4|1|6|3
hike|2|0|2|1|1|2|0
tampa|1|0|0|0|0|1|0
bay|0|0|2|4|1|2|0
defense|0|1|1|2|4|4|1
bays|1|0|0|0|0|0|0
heave|0|0|0|0|0|1|0
downfield|0|0|0|0|0|2|0
sack|2|0|0|1|0|1|0
running|1|6|8|11|5|6|10
caring|0|0|0|3|3|0|0
north|1|2|0|1|1|1|0
america|4|0|1|2|1|3|2
blocking|3|0|0|1|0|0|1
rainbow|2|0|0|1|0|1|1
screw|2|7|2|1|8|0|3
starin|0|0|0|0|1|0|0
hissy|0|0|0|0|1|0|0
mitchell|0|0|0|0|0|0|3
rosin|0|0|0|0|0|0|1
sprain|0|1|0|0|0|0|0
doctors|0|6|5|2|4|0|8
scene|32|5|3|1|1|2|19
crime|1|1|2|1|4|1|1
learned|9|3|3|6|3|3|5
cake|6|13|11|6|5|7|12
shmush|0|0|0|0|0|1|0
peehee|0|0|0|0|1|0|0
tools|1|1|1|0|2|4|0
betty|0|2|0|3|1|0|3
sun|0|2|2|1|3|2|6
dried|0|1|1|0|2|0|2
prune|0|0|0|0|0|0|1
freaking|1|2|5|5|2|1|3
panicky|0|0|0|0|0|1|0
colonial|0|1|0|1|0|3|2
williamsburg|0|0|0|0|0|2|3
musta|1|0|1|0|0|1|3
asleep|10|9|13|6|14|8|8
fist|2|2|0|0|1|1|2
squeezed|1|1|0|0|1|0|1
tight|4|0|5|3|6|0|6
cellars|0|0|0|0|0|0|1
ernest|0|0|0|0|0|0|1
tova|0|0|0|0|0|0|1
borgnine|0|0|0|0|0|0|1
resist|0|1|1|1|3|0|2
glasses|1|3|4|4|5|2|8
stat|0|1|0|0|0|0|1
wuss|0|3|2|2|0|1|0
normal|7|3|2|6|2|6|6
pagan|0|0|0|0|0|0|1
altars|0|0|0|0|0|0|1
piles|0|0|0|0|0|0|1
bones|1|0|0|2|0|3|1
corners|0|0|0|0|0|0|1
hummus|0|0|1|3|0|2|1
uptown|1|1|0|3|0|2|1
boss|4|28|3|15|12|6|6
bless|0|0|2|1|0|0|1
chickpea|0|0|0|0|0|0|1
spoiled|0|2|1|1|0|3|2
peoples|4|2|2|0|1|5|1
rachels|4|0|7|7|3|9|10
freshman|0|0|1|0|0|1|1
drestin|0|1|1|0|0|0|0
switch|4|6|9|3|1|10|3
admissions|0|1|2|0|0|0|0
stood|4|2|2|2|1|1|4
blowin|2|0|0|0|0|0|0
twin|14|0|0|3|3|4|3
nutsy|0|0|0|1|0|0|0
salad|4|3|6|4|0|2|6
needing|0|2|1|2|0|0|1
signature|0|0|1|0|0|0|0
bright|2|2|2|5|3|1|0
scenario|0|0|2|0|1|0|0
connected|2|1|1|2|1|0|2
relationships|1|1|0|3|2|3|2
affected|0|0|0|0|1|0|1
simian|0|0|0|0|1|0|0
furball|0|0|0|0|1|0|0
43|0|0|0|0|0|1|0
points|2|2|4|4|1|5|4
kidney|1|1|1|1|1|1|4
zero|3|0|1|0|2|0|1
idney|0|0|0|0|1|0|0
k|1|1|0|2|2|5|2
swallowed|1|0|0|0|2|1|0
scrabble|0|1|0|0|1|0|1
watches|1|0|1|0|0|1|1
jeopardy|0|0|0|0|0|1|1
touches|2|1|0|0|1|2|0
urs|2|0|0|0|0|0|0
bridge|3|0|0|1|3|2|3
drunk|10|9|16|7|16|11|8
breakin|1|0|0|0|0|0|0
message|7|14|15|7|12|15|11
resumes|0|1|0|0|1|1|1
mechanics|0|0|1|0|1|0|0
proofread|0|0|0|0|0|1|0
impressed|0|2|0|0|0|2|3
compuper|0|0|0|0|0|1|0
skills|1|1|1|1|1|2|0
goood|0|2|1|0|0|0|0
xerox|1|0|0|1|3|2|0
responses|0|0|1|0|0|2|0
scones|1|1|0|0|0|0|1
inquiry|0|0|0|1|0|0|0
however|0|1|0|2|1|1|3
apple|3|3|2|1|1|3|3
cinnamon|1|3|0|0|0|2|0
linda|0|0|0|1|1|1|0
flintstones|0|0|0|0|1|1|0
pounding|0|0|0|0|0|1|0
playthings|0|0|0|0|2|0|0
yarn|0|0|0|0|1|0|0
dee|0|0|0|0|1|0|1
sarcastic|0|0|2|0|2|1|0
whats|0|0|0|0|1|0|0
hiiii|0|0|0|0|0|2|0
cried|2|1|4|2|5|6|2
poker|5|1|5|4|4|5|1
weep|0|0|0|0|0|1|0
sexist|0|0|1|1|0|0|0
lame|2|3|2|2|3|0|5
response|2|0|1|0|1|2|0
teach|8|6|5|7|6|6|3
cause|5|5|8|10|3|7|8
spades|1|1|0|1|0|0|0
clubs|1|0|0|1|3|0|0
fours|0|1|0|0|1|0|0
roulettes|0|0|1|0|0|0|0
assorted|0|0|1|0|0|0|0
crudites|0|0|1|0|0|0|0
ooooooo|0|0|0|0|0|0|1
serve|5|2|6|0|1|1|3
syllable|1|0|0|1|0|0|0
chips|6|0|3|1|1|0|5
pretz|1|0|0|0|0|0|0
dealer|0|1|0|2|1|0|0
stakes|2|0|1|0|0|0|0
jacks|0|1|0|0|0|1|1
lesson|4|3|0|3|3|2|1
lying|14|3|5|9|10|4|5
bluffing|1|0|2|1|0|0|1
fax|2|1|1|1|1|0|1
settle|3|4|1|3|4|3|0
jamestown|0|0|0|0|1|0|0
colony|0|0|0|0|1|0|0
virginia|1|0|0|0|1|0|0
king|10|1|2|2|9|8|5
land|3|0|1|1|3|9|3
rematch|0|0|2|0|0|0|0
yas|0|1|0|0|1|0|0
ikea|0|2|0|1|1|0|0
dealt|0|1|0|0|0|1|0
pizzeria|0|0|0|0|1|0|0
bart|0|0|0|0|1|0|0
disc|0|0|0|0|0|2|0
press|2|2|1|2|2|3|3
button|2|4|1|5|0|5|9
competitive|0|0|3|0|2|1|0
kettle|0|0|0|2|0|0|0
beg|1|1|1|2|1|1|1
differ|0|1|0|1|0|0|0
pictionary|0|1|0|0|2|0|0
incident|0|3|3|1|1|3|1
slipped|1|0|2|1|0|0|0
oooooh|3|1|0|0|0|1|0
interview|3|14|3|4|10|1|4
saks|0|1|0|0|0|0|0
avenue|1|2|0|1|0|1|1
assistant|5|18|7|2|1|3|8
buyer|1|8|0|0|0|0|1
iris|0|0|2|0|0|0|0
randall|0|0|0|0|0|0|1
parked|0|0|2|0|0|1|1
meter|0|0|0|0|0|1|1
caved|0|0|0|1|1|0|0
recommending|0|0|0|0|1|0|0
trident|0|0|0|0|1|0|0
noooo|6|4|3|3|0|2|2
camp|1|3|3|2|3|3|1
shuffle|0|0|0|0|0|1|0
owes|0|0|0|0|1|4|2
fifteen|0|2|2|1|2|3|2
teachin|1|0|0|0|0|0|0
cross|4|2|2|0|4|1|1
eyed|1|1|0|1|0|0|0
mary|5|0|1|8|10|3|6
cursed|1|0|0|3|0|0|0
spends|0|0|0|2|1|0|1
leaves|3|2|7|5|2|3|1
exert|0|1|0|0|0|0|0
dime|1|0|1|2|0|0|0
yourselves|1|0|1|2|1|1|0
gals|0|0|0|0|0|1|0
formality|0|0|0|0|0|1|0
ooooh|1|4|3|1|0|1|1
chit|0|0|1|0|0|0|1
chat|0|0|1|1|1|3|2
follows|0|0|0|1|0|0|0
wherever|0|2|1|1|1|1|0
tic|1|0|0|1|1|0|0
tac|1|0|0|1|0|0|0
cincinnati|0|0|1|0|0|0|0
blinds|0|1|1|0|0|0|0
ante|0|1|1|0|0|0|0
moneys|0|1|0|0|0|1|0
fly|4|7|0|6|2|5|5
joker|0|0|0|2|0|0|1
joincidence|0|0|0|0|2|0|0
whattaya|1|0|0|1|0|0|1
bucko|0|1|0|0|0|0|0
won|10|9|8|14|6|10|9
pile|0|1|3|0|1|4|1
flys|0|1|0|0|0|0|0
inner|0|3|0|1|0|0|0
ahhh|11|7|2|6|4|2|5
fold|1|1|5|0|1|1|3
hooker|8|1|4|2|2|0|5
sores|1|0|0|0|1|0|0
waste|2|5|1|2|1|3|0
buck|0|1|0|0|2|0|0
veins|0|1|0|0|0|0|0
popping|1|1|1|1|0|0|1
temple|0|1|0|0|0|0|0
plus|16|5|9|7|8|8|9
mee|0|0|0|0|0|5|0
barbara|0|1|0|0|1|0|3
silly|2|5|3|1|3|8|5
plea|0|1|0|0|0|0|0
cents|0|1|0|5|1|2|2
cent|0|1|0|1|0|1|0
limit|3|0|0|0|0|2|0
loser|1|8|3|1|1|3|2
teen|1|1|1|2|0|0|0
beat|5|2|7|8|4|4|3
airplane|0|1|1|1|1|1|0
75|2|0|0|1|1|0|0
77|0|0|0|0|1|0|0
birdie|0|0|1|0|1|0|1
bird|5|5|3|5|5|9|5
bean|0|0|1|0|1|2|0
unbearable|1|0|0|1|0|0|1
likeness|1|0|0|0|0|0|0
earl|0|1|0|8|0|0|2
grey|1|1|0|0|0|0|1
camomile|0|1|0|0|0|0|0
mint|0|2|3|0|1|1|0
medley|0|1|0|0|0|0|0
blackberry|0|1|1|0|0|0|0
soother|0|1|0|0|0|0|0
bunk|0|0|1|0|0|0|0
sample|0|2|1|0|3|0|0
country|6|2|5|4|5|5|1
newsletter|0|1|0|0|0|1|1
notices|0|1|0|0|0|1|0
inspiration|0|1|0|0|0|1|0
rice|1|1|3|0|1|3|0
mastered|0|0|0|0|0|1|0
embargo|0|0|0|0|0|1|0
raw|0|2|1|2|0|0|1
curl|0|1|0|0|0|1|1
interrupted|0|0|0|0|0|2|0
fest|1|0|1|1|1|0|0
toootal|0|0|0|0|1|0|0
flick|1|0|2|0|1|0|0
movies|8|5|3|7|4|2|5
guns|0|0|0|1|1|0|0
bombs|0|0|0|1|0|0|0
buses|0|0|0|1|0|0|0
violence|1|0|0|0|0|0|0
nudity|4|1|2|0|0|0|2
female|2|2|0|0|1|3|2
lou|1|0|0|2|0|0|1
frolicking|1|0|0|0|0|0|0
hugh|0|0|0|0|0|0|2
pwease|0|0|0|0|0|2|0
unclench|0|0|0|0|0|1|0
discussion|0|1|1|1|2|1|1
agree|2|2|0|4|3|3|6
disbelief|1|0|0|0|0|0|0
1890s|0|0|0|0|1|0|0
feather|0|1|0|0|0|0|0
boa|0|1|0|0|0|0|0
francis|0|1|0|5|0|0|1
raven|0|1|0|0|0|0|0
dying|6|3|1|2|3|5|11
poo|0|5|0|1|1|0|4
register|1|2|1|1|0|1|0
dexter|0|1|0|0|0|0|0
marc|0|1|0|0|0|1|1
pooped|0|1|2|0|0|0|0
clunky|0|1|0|0|0|0|0
amish|0|1|1|0|0|0|3
touristy|0|0|0|0|1|0|0
russian|1|2|0|1|1|1|1
fourth|1|3|3|3|8|0|4
whatm|0|3|0|0|0|0|0
spray|0|0|1|1|1|3|0
lysol|0|0|1|0|0|0|0
trade|3|1|3|6|7|1|1
belgian|0|0|0|1|0|0|2
waffle|0|0|1|1|0|0|2
regis|0|0|0|0|0|0|1
philbin|0|0|0|0|0|0|1
capuchian|0|1|0|0|0|0|0
dressing|3|4|3|2|0|0|2
pickles|2|2|0|1|0|1|1
newark|0|1|2|0|0|1|0
murder|0|1|0|4|1|1|1
capital|1|2|0|1|3|1|2
east|0|0|0|1|1|2|2
painful|1|1|2|1|1|4|2
whatwhat|0|0|0|0|0|1|0
ca|0|1|1|1|0|1|0
partially|0|0|0|0|0|2|0
fault|10|14|4|15|8|18|9
notve|0|0|0|0|0|2|1
pencil|0|1|1|1|0|3|0
illegal|0|0|0|0|1|4|1
exotic|0|0|0|2|0|1|1
allowed|4|7|4|4|8|7|6
oookay|0|0|0|0|0|0|1
possession|0|0|0|0|0|0|1
punishable|0|0|0|0|0|0|1
confiscation|0|0|0|0|0|0|1
creature|0|0|0|1|0|0|1
jail|1|1|0|3|2|0|4
friendly|3|0|1|1|1|0|2
reconcile|0|0|1|0|0|0|0
introduced|0|0|1|2|0|0|0
luisa|0|4|1|0|0|0|2
gianetti|0|0|0|0|0|0|1
ignoring|0|0|0|0|1|1|1
overalls|0|0|0|0|0|0|1
bobcats|0|0|1|0|0|0|0
dun|0|0|0|2|0|0|0
duuuur|0|0|0|1|0|0|0
fixing|0|0|0|1|1|1|1
radiators|0|0|0|0|1|0|1
turning|4|2|3|1|4|2|7
knob|2|2|0|0|0|2|1
nononowaitwaitwaitnono|0|0|0|0|1|0|0
per|1|1|2|0|4|0|2
amount|2|1|1|1|4|5|3
expertise|0|0|0|0|1|0|0
heating|0|0|0|0|1|1|0
cooling|0|0|0|0|1|0|0
mileu|0|0|0|0|1|0|0
yea|1|0|2|2|5|1|1
answers|3|2|0|2|0|2|3
helping|9|4|2|2|2|5|5
ohmygod|0|0|1|1|0|0|0
whaaat|1|0|1|0|0|0|0
brushed|0|0|0|1|0|0|0
tranquiliser|0|0|0|0|0|0|1
neighbourhood|1|0|0|0|0|1|1
purpose|1|3|2|2|0|1|3
vintage|0|1|0|0|0|1|0
oblivious|0|0|0|0|0|1|0
bananaman|0|0|0|0|0|0|1
bananas|0|4|0|0|0|2|0
potassium|0|0|0|0|0|0|1
patti|0|0|0|0|0|0|4
judge|5|2|3|3|1|3|4
prom|0|5|3|1|1|1|5
homecoming|0|1|0|0|0|0|0
president|0|3|1|1|7|2|2
punish|1|1|1|1|0|1|1
dart|0|1|0|0|0|1|0
pumps|0|1|0|0|1|0|0
outfit|2|3|3|2|0|1|0
mood|0|5|2|1|4|5|1
neighbours|0|0|0|0|0|1|1
vacuuming|0|0|0|0|0|1|0
locking|2|0|0|0|0|1|0
von|0|0|1|1|0|2|0
trapp|0|0|1|1|0|0|0
alp|0|0|0|0|1|0|0
boarding|0|0|0|0|1|0|13
lifestyle|0|0|0|0|1|0|0
cheek|0|2|1|3|0|0|2
waking|0|1|0|2|0|1|1
peanut|3|1|2|1|2|2|0
salty|1|0|0|0|1|0|0
sailor|1|3|1|1|0|0|1
thetoughest|1|0|0|0|0|0|0
snack|2|0|1|0|3|2|0
craaazy|0|0|0|0|0|1|0
creep|0|3|2|2|1|0|1
gravity|0|0|0|3|1|3|1
schoolchildren|0|0|0|0|1|0|0
study|3|0|0|1|2|0|5
dangle|1|0|0|0|0|1|0
pressuring|0|0|1|0|0|0|0
testosteroney|0|0|0|1|0|0|0
san|1|0|0|0|2|3|3
francisco|1|0|0|0|1|0|0
treat|6|0|4|3|4|3|6
interestingly|0|0|0|0|1|0|2
leaf|0|1|1|0|1|0|0
blower|0|0|1|0|1|0|0
spontaneous|1|1|0|0|1|0|0
shove|0|0|0|0|0|1|0
pigeon|1|0|1|2|0|3|1
becomes|0|0|0|0|1|1|0
law|1|3|1|4|5|3|9
squirts|0|1|0|0|0|0|0
bendalls|0|1|0|0|0|0|0
chanel|0|1|0|0|0|0|1
sending|1|5|1|1|1|3|1
generally|0|1|0|0|3|2|0
duh|1|2|1|3|0|1|0
reasons|0|7|2|1|3|1|2
engaged|0|8|12|6|3|6|5
afternoon|1|3|4|3|9|2|5
honing|0|0|0|0|2|0|0
dishes|0|2|2|0|0|2|0
creeps|1|1|2|0|1|0|1
spatters|1|0|0|0|0|0|0
rush|3|3|3|3|2|6|3
adjustment|0|0|0|0|0|0|1
bernice|0|0|0|0|0|0|2
progress|0|1|0|0|1|0|3
beeps|0|0|1|2|1|0|0
ydo|0|0|0|0|1|0|0
ad|3|0|2|1|1|2|3
answered|0|0|0|0|2|0|1
choosing|0|0|1|0|1|1|0
snubbed|0|0|0|0|1|0|0
dental|0|0|1|1|0|1|0
floss|0|0|1|3|0|2|0
chair|11|22|4|5|27|5|5
loudly|0|0|1|0|0|0|1
slike|0|1|0|0|0|0|0
helps|3|4|1|6|4|1|3
slide|1|0|1|1|2|5|1
diferent|0|0|0|0|0|1|0
apples|1|0|0|0|1|4|0
oranges|0|0|1|0|0|1|0
orthodontists|0|0|0|0|0|1|0
lesbi|0|0|0|0|0|1|0
jam|10|4|3|0|1|1|2
packed|1|3|7|0|0|2|2
sounded|2|3|3|1|1|3|4
brrrrrrr|0|0|1|0|0|0|0
filled|4|2|2|0|4|4|3
peepers|2|0|0|0|0|0|1
boogie|0|0|0|0|1|0|0
scratched|1|3|0|0|0|0|0
naughty|1|1|0|1|0|1|1
uniform|2|2|1|0|0|2|0
swhy|0|0|0|0|1|0|0
thingsve|0|0|0|0|0|0|1
lately|2|5|0|7|2|5|8
oldest|0|0|0|0|1|1|1
laurie|1|1|0|0|0|0|1
schaffer|0|0|0|0|0|0|1
bitter|1|0|0|3|1|0|1
weight|0|1|4|2|1|3|5
announced|0|0|0|0|0|0|1
smelling|1|0|0|0|0|1|1
afraid|13|7|9|8|12|8|20
proposed|1|3|2|3|4|3|2
circle|0|1|0|1|0|2|6
hoop|3|0|0|0|0|1|0
phones|2|0|0|1|3|0|4
pointing|0|0|2|1|0|1|2
irony|1|0|1|1|1|0|0
doorman|1|0|0|0|0|0|0
nngghhh|0|0|0|0|1|0|0
sidney|2|0|0|0|1|0|0
marks|2|1|1|1|0|1|1
radiator|0|2|0|1|0|1|0
rdtor|0|0|0|1|0|0|0
sidneys|1|0|0|0|0|0|0
weights|3|0|0|0|0|0|0
neighbour|1|0|0|0|0|0|1
brunette|1|0|0|0|0|0|0
ingrid|1|0|0|0|0|0|0
bergman|1|0|0|0|0|0|0
areyou|0|0|0|0|0|0|3
barr|0|2|0|0|0|0|0
lineup|0|1|0|0|0|0|0
sbarry|0|1|0|0|0|0|0
costalano|0|0|0|0|0|0|1
hating|0|1|0|0|1|1|0
sweating|0|1|2|0|2|2|4
hogging|0|1|1|1|0|0|0
jump|2|3|2|3|3|4|5
devil|0|2|1|0|2|0|1
satan|1|1|0|2|0|0|0
smock|0|1|0|0|0|0|0
dds|0|0|0|0|0|0|2
wondered|1|1|1|0|1|1|1
dresser|2|0|1|1|1|1|0
monocle|1|0|0|0|0|0|0
clarify|0|0|0|0|0|1|1
outing|0|0|0|0|0|1|0
spending|1|4|4|0|1|8|7
steals|2|0|0|0|0|2|1
thrown|4|0|1|1|1|1|2
caution|1|0|0|0|0|1|0
69|0|0|0|0|1|0|0
95|0|0|2|0|2|0|0
mop|0|0|1|1|1|1|0
yuk|0|0|0|1|0|0|0
humping|0|1|1|1|1|4|1
lamp|1|7|3|4|3|3|2
phase|4|1|7|1|5|2|0
curious|3|4|0|2|1|1|1
buys|0|1|2|0|1|0|1
stores|1|1|1|0|0|1|2
intimidated|0|0|1|0|1|0|2
sales|1|1|2|2|0|0|1
art|2|0|4|3|6|3|4
supplies|0|0|3|3|0|0|0
artist|2|2|0|0|0|1|2
horseback|0|0|1|1|1|1|0
riding|0|0|1|1|1|2|2
classes|1|0|4|0|4|6|1
pepponi|0|0|0|0|1|0|0
ethnic|1|0|0|0|0|0|1
neutral|1|0|0|1|0|0|0
switzerland|0|0|0|0|1|0|0
stalin|5|0|0|0|3|0|0
joseph|11|0|0|4|7|1|3
starring|0|1|0|0|1|0|1
fiddler|0|0|0|0|1|0|0
tap|0|0|2|0|3|1|0
madness|0|0|0|4|0|0|0
lotsa|0|0|0|1|0|0|0
