character|line
joey|okay uh look i know you’re a great actor okay
joey|and you play all those shakespeare guys and stuff
joey|but you’re spittin’ all over me man
joey|you know you’ve been spitting on me
joey|wow
joey|didn’t know that
joey|thanks
joey|okay okay check it out
joey|picture
joey|what picture
joey|eh
ross|gunther have you uh have you seen chandler
ross|oh damn
ross|yes
ross|yes
ross|don’t worry
ross|everything’s fine
ross|we’ll uh we’ll see you tomorrow at the wedding
ross|well then we’ll we’ll see you the day after tomorrow
ross|mom
ross|dad
ross|what what what you guys doing here
ross|why
ross|gunther
ross|what
ross|your your list
ross|yes
ross|no no
ross|i know i know what the list is
ross|mom
ross|look if you see chandler could you just let him know i’m looking for him
joey|what picture
joey|you went through my personal property
joey|because vincent we were lovers
joey|for two years
joey|great scene yeah
joey|thanks a lot
joey|oh i’m i’m not working tomorrow
joey|no
joey|no
joey|i can’t
joey|you gotta get me out of it
joey|i’ve got plans
joey|important plans
rachel|ross said there’s still no word from chandler
phoebe|oh man
rachel|oh but he did say that they found the grandmother wandering down fifth avenue
phoebe|okay
phoebe|well there’s one down
monica|i’m getting married today
monica|i think i just cracked a rib
monica|but i don’t care because today’s my wedding day
monica|my day is finally here
phoebe|y’know she might not even notice he’s gone
monica|i’m gonna start getting ready
rachel|god
rachel|don’t we can’t let her start getting ready
rachel|this is too awful
rachel|oh god but wait she’ll be in the gown and then he won’t show up and then she’s gonna have to take off the gown
phoebe|shhh
phoebe|stop it
phoebe|stop it rachel
phoebe|you can’t do this here
rachel|i’m sorry
rachel|i’m sorry
rachel|it’s just it’s just so sad
phoebe|yeah but you’ve got to pull yourself together
phoebe|monica can’t see you like this
phoebe|then she’ll know something’s wrong
rachel|i know
rachel|i know
rachel|oh god
rachel|there’s no tissue
rachel|can you grab me some toilet paper
phoebe|yeah
phoebe|oh that’s gone too
phoebe|this is monica’s bathroom right
rachel|oh
phoebe|no no
phoebe|i i i found one
rachel|okay
rachel|oh thank you
rachel|oh god
rachel|can i have another one
phoebe|sure
phoebe|do you need some floss
rachel|oh god i just cannot imagine what is gonna happen if chandler doesn’t show up
phoebe|oh here’s a whole bunch
rachel|oh i mean she’s gonna be at the wedding waiting for him and people will be whispering oh that poor girl
rachel|y’know
rachel|then she’ll have to come back here and live all alone
phoebe|oh my god
rachel|what
phoebe|there was a pregnancy test in the garbage and it’s positive
phoebe|monica’s pregnant
phoebe|so i guess she won’t be totally alone
rachel|oh my god
phoebe|i know
phoebe|monica’s gonna have a baby
phoebe|hey can this count as her something new
rachel|oh my god
phoebe|hey do you think this is why chandler took off
rachel|no she had to have just taken that test because i took out the trash last night
phoebe|oh god this is turning into the worst wedding day ever
phoebe|the bride is pregnant
phoebe|the groom is missing
phoebe|and i’m still holding this
rachel|okay phoebe we cannot tell anyone about this
phoebe|right
rachel|okay
phoebe|yeah okay
phoebe|hey wait
phoebe|do you know what kind of birth control she was using
rachel|no
rachel|why
phoebe|just for the future this is hardly a commercial for it
rachel|anything
ross|no
ross|i talked to joey on the set he hasn’t heard from him
ross|i i i talked to chandler’s parents again
phoebe|you told them he was missing
ross|no
ross|i made it seem like i was just calling to chat
ross|pretty sure they both think i’m interested in them
rachel|all right we’ve got to tell her he’s gone
ross|no
ross|hey
ross|hey
ross|we can’t
rachel|ross she’s gonna start getting ready soon
ross|well can’t you at least stall her a little
ross|i’ll i’ll go back to some of the places i went last night
rachel|all right well how much time do you need
ross|well how much time before she absolutely has to start getting ready
rachel|one hour
ross|give me two
rachel|then why do you ask
ross|okay wish me luck
phoebe|okay
phoebe|i’m going with you
ross|why
phoebe|ross you’re tired
phoebe|you’ve been looking all night
phoebe|and clearly you suck at this
rachel|all right i’ll see you guys later
phoebe|okay
phoebe|wait do you know how you’re going to stall her
rachel|i’ll figure something out
phoebe|all right
phoebe|good luck
rachel|thanks
monica|hey
monica|okay so i thought we’d start with my make up and then do my hair
rachel|okay uh but before you do that
rachel|i i i need you to talk to me
monica|about what
rachel|umm i’m never gonna getting married
monica|yeah you will
monica|the right guy is just around the corner
monica|okay are we done with that
rachel|no monica
rachel|i’m serious
rachel|oh maybe i should just forget about it
rachel|become a lesbian or something
monica|any woman would be lucky to have ya
rachel|well maybe it would make me feel better if i slept with joey
monica|rachel
monica|you okay
joey|excuse me aaron
joey|hi
joey|umm i have a little problem with the schedules
joey|originally i wasn’t supposed to work today and i have this wedding that i really have to be at
joey|it’s my best friend’s and i’m officiating so i really can’t work past four
joey|i’m having surgery
joey|yeah i i just made up the stuff about the wedding because i didn’t want you to worry about me
joey|but i’m having surgery today
joey|transplant
joey|hair transplant
joey|it’s not on my head
joey|hey
joey|you’re here
joey|great
joey|great
joey|great
joey|let’s get going buddy we’ve got a scene to shoot
joey|are you drunk
joey|yes you are
ross|we are never gonna find him
ross|he’s one guy in a huge city
phoebe|oh my god
phoebe|is that him
ross|that is an old chinese woman
phoebe|he could be in disguise y’know
ross|aw y’know y’know maybe we’re we’re just approaching this all wrong
ross|if you’re chandler and and you wanna hide where is the last place on earth people would think you’d go
ross|so this is your office
chandler|how did you guys find me
chandler|i knew i should’ve hid at the gym
phoebe|what the hell are you doing
chandler|panicking
chandler|and using the internet to try to prove that i’m related to monica
chandler|how is she
ross|she’s fine
ross|she doesn’t know you’re gone
ross|and she doesn’t have to know okay
ross|now come on we’re going home
chandler|no
chandler|no
chandler|no
chandler|i can’t do that
phoebe|why not
chandler|because if i go home we’re gonna become the bings
chandler|i can’t be the bings
ross|what’s wrong with being the bings
chandler|the bings have horrible marriages
chandler|they yell
chandler|they fight
chandler|and they use the pool boy as a pawn in their sexual games
ross|chandler have you ever put on a black cocktail dress and asked me up to your hotel room
chandler|no
ross|then you are neither of your parents
chandler|it’s not just their marriage
chandler|i mean look at yours
chandler|look at everybody’s
chandler|the only person that can make marriage work is paul newman
chandler|and i’ve met me i am not paul newman
chandler|i don’t race cars
chandler|i don’t make popcorn
chandler|none of my proceeds go to charity
phoebe|but look chandler right now no one has a lower opinion of you than i do
phoebe|but i totally believe you can do this
chandler|i want to
chandler|i love her so much but i’m afr it’s too huge
ross|y’know okay
ross|you’re right
ross|it is huge
ross|so why don’t we take it just a little bit at a time
ross|okay
ross|umm forget getting married for a sec just forget about it
ross|can you just come home and take a shower
chandler|well yeah but then
ross|yeah no but but but but
ross|we’re just gonna go home and take a shower
ross|now that’s not scary right
chandler|depends on what you mean by we
rachel|the nights are the hardest
rachel|but then the day comes
rachel|and that’s every bit as hard as the night
rachel|and then the night comes again
monica|the days and nights are hard
monica|i get it
monica|okay
monica|look umm rachel i’m sorry
monica|i have to start getting ready
monica|i’m getting married today
rachel|i know
rachel|at dusk
rachel|that’s such a hard time for me
monica|i’m gonna go put my make up on we have to be at the hotel in an hour
rachel|okay
rachel|but wait
monica|what
rachel|let’s go to lunch
monica|i can’t go to lunch
rachel|right
rachel|oh good god
rachel|i’ve fallen down
monica|what’s going on
rachel|okay
rachel|alright
rachel|honey listen
rachel|when i tell you what i’m about to tell you i need you to remember that we are all here for you and that we love you
monica|okay you’re you’re really freaking me out
rachel|we can’t find chandler ‘s vest
rachel|we can’t find chandler’s vest
monica|how can that be
monica|oh wait
monica|wait
monica|are you are you serious
phoebe|found the vest
phoebe|i mean we’re gonna have to keep an eye on it y’know make sure we don’t lose it again
rachel|oh
monica|oh wow
monica|okay
monica|don’t scare me like that okay
monica|i mean for a minute there i was like oh my god
monica|the worst has happened
joey|i would sooner die in this hellhole then see her back with you
joey|what
joey|he got me
joey|owwwwww
joey|look my best friends are getting married in like an hour
joey|okay
joey|and i’m the minister
joey|please
joey|please
joey|can you pull it together
joey|thank you
joey|thank you
joey|i would sooner die in this hellhole then see her back with you
phoebe|so so you two were married huh
phoebe|what happened
phoebe|you just drift apart
phoebe|oh my god monica
monica|i wanna wear this everyday
rachel|you look so beautiful
monica|i’m so happy for me
rachel|hello
joey|hey
joey|did chandler show up yet
rachel|yeah we got him back
rachel|everything’s fine
joey|damnit
rachel|what
rachel|why
rachel|where are you
joey|i’m still on the set
rachel|joey
rachel|the wedding is in less than an hour
joey|i know
joey|i’m sorry
joey|the guy’s drunk they won’t let me go until we get this
rachel|oh my god
rachel|i’m gonna have to find another minister
joey|no
joey|no i’m the minister
joey|alright look look put ‘em both on the phone i’ll marry them right now
rachel|ugh
rachel|joey i have to go
joey|hey
joey|don’t you hang up on me
joey|i’ll marry you and me right now
joey|i have the power
ross|there you go
ross|you put on a tuxedo
ross|now that wasn’t so scary was it
chandler|no
ross|i’m telling you just a little bit at a time
chandler|yeah okay
chandler|well what’s the next little bit
ross|getting married
ross|okay
ross|okay
ross|you can you can do that too
ross|just like you’ve done everything else
chandler|yeah
chandler|you’re right
chandler|hey i i can do that
ross|yeah
chandler|okay excuse me for a minute
ross|wh hey whoa whoa where where you going
chandler|ross i am not gonna run away again
chandler|i just want to get a little fresh air
ross|okay
chandler|okay
chandler|oh fresh air
phoebe|wait
phoebe|maybe maybe you’re overreacting
phoebe|you do that y’know
rachel|well phoebe we gotta do something
rachel|well y’know
rachel|i mean there’s no way joey’s gonna make it in time
rachel|so i’m gonna go through the hotel and see if there’s any other weddings going on
phoebe|okay
phoebe|oh but don’t tell them monica’s pregnant because they frown on that
rachel|okay
phoebe|okay
rachel|anastassakis papasifakis wedding excellent
rachel|it’s a good thing jennifer aniston is greek because she had to pronounce those names
rachel|luckily for me they were written on a sign
rachel|congratulations
rachel|mazel tov
rachel|hi
rachel|oh great hat
rachel|listen umm i need you to perform another wedding
rachel|can you do that
rachel|yeah
rachel|yeah
rachel|they’re they’re they’re my friends uh monica stephanopolus and uh and chandler acidofolus
ross|hi
ross|hi
ross|hi
ross|has umm anyone seen chandler
ross|he he was with me umm we’re playing a little game y’know
ross|hide and seek
ross|you’re right thanks for keeping me honest dad
ross|oh my god
ross|monica
monica|i know
monica|hey how’s chandler doin’
ross|great
ross|he’s doing great
ross|don’t you worry about chandler
monica|are you okay
ross|uh huh
monica|well you’re you’re sweating
ross|these these are beads of joy
monica|oh that’s sweet
monica|don’t touch me
ross|uh phoebe can i see you for a second
phoebe|yeah
phoebe|what’s going on
ross|chandler’s gone again
phoebe|oh my god
phoebe|why would you play hide and seek with someone you know is a flight risk
joey|aaron
joey|you gotta let me go
joey|the guy’s hammered
joey|so i uh i just talked to the director
joey|that’s it we’re done for the day
joey|yeah
joey|you you were wonderful
joey|so i got your car it’s right outside
joey|that’s what you told me
joey|no no no
joey|we gotta go
joey|come on
joey|here we go
ross|there he is
chandler|what
phoebe|hey
phoebe|oh
ross|you’re not getting away this time mister
ross|unless you want that ass kicking we talked about
chandler|ross
ross|hiiii ya
ross|i’m serious
ross|you’re not walking out on my sister
chandler|that’s right
chandler|i’m not
ross|then where the hell have you been
chandler|i know about monica
phoebe|you know
ross|what
chandler|yeah i heard you and rachel talking
ross|what
ross|what
ross|talking about what
chandler|you don’t know
ross|know what if somebody doesn’t tell me what’s going on right now
phoebe|what
phoebe|you’ll hi ya
chandler|monica’s pregnant
ross|oh my god
ross|oh my god
ross|and you’re you’re you’re not freaking out
chandler|well i was
chandler|then i went down to the gift shop because i was out of cigarettes
chandler|big picture please
chandler|so i was in the gift shop and that’s when i uh saw this
chandler|new york
chandler|yeah y’know what
chandler|i thought anything that can fit into this can’t be scary
phoebe|well you obviously didn’t see chucky
chandler|but come on look at how cute and small this is
chandler|so i got it to give monica so she’d know i was okay
ross|dude
chandler|you look beautiful mom
chandler|you look beautiful too dad
chandler|i love you both
chandler|i’m so glad you're here
chandler|are you joey
ross|huh
ross|this is nice
phoebe|what
ross|i’ve never walked down the aisle knowing it can’t end in divorce
monica|she’s right there
chandler|you look beautiful
chandler|is this new
monica|not now
chandler|okay
monica|who is this
chandler|he’s greek orthodox
rachel|as are you
joey|that’s my line
joey|i can take it from here thanks
joey|dearly beloved i’m sorry i’m a little late
joey|you may be confused by this now but you won’t be memorial day weekend
joey|well let’s get started before the groom takes off again
joey|huh
joey|we are gathered here today to join this man and this woman in the bonds of holy matrimony
joey|i’ve known monica and chandler for a long time and i can not imagine two people more perfect for each other
joey|and now as i’ve left my notes in my dressing room we shall proceed to the vows
joey|monica
monica|he took off
rachel|go on
rachel|go on
monica|chandler for so long i i wondered if i would ever find my prince my soul mate
monica|then three years ago at another wedding i turned to a friend for comfort
monica|and instead i found everything that i’d ever been looking for my whole life
monica|and now here we are with our future before us and i only want to spend it with you my prince my soul mate my friend
monica|unless you don’t want to
monica|you go
joey|chandler
chandler|no that’s okay
chandler|monica i thought this was going to be the most difficult thing i ever had to do
chandler|but when i saw you walking down that aisle i realized how simple it was
chandler|i love you
chandler|any surprises that come our way it’s okay because i will always love you
chandler|you are the person i was meant to spend the rest of my life with
chandler|you wanna know if i’m sure
joey|you may not kiss the bride
joey|so i guess by the powers vested in me by the state of new york and the internet guys i now pronounce you husband and wife
joey|oh wait
joey|do you take each other
chandler|i do
monica|i do
joey|yeah you do
ross|rings
joey|aw crap
joey|okay uh uh let’s let’s do the rings
joey|we good
joey|yeah
joey|good
joey|once again i pronounce you husband and wife
joey|now kiss her again
chandler|i love you
chandler|and i know about the baby
monica|what baby
chandler|our baby
monica|we have a baby
chandler|phoebe found your pregnancy test in the trash
monica|i didn’t take a pregnancy test
chandler|then who did
phoebe|oh and they’re gonna have a baby
rachel|uh huh
monica|okay
ross|okay i know i’m not supposed to know but i do
ross|and i’m so excited for you
joey|what
joey|what’s going on
ross|monica’s pregnant
joey|oh my god
joey|is that why you guys had to get married
monica|guys
monica|i’m not pregnant
joey|ah
joey|slow swimmers
ross|what
ross|what do you mean
ross|you you you’re not pregnant
monica|you didn’t tell anybody i was did you
ross|no
ross|i’ll be right back
monica|oh about that
monica|joey you have to change before the party
joey|i can’t
joey|i i don’t have any other clothes here
monica|find some
monica|please
monica|anything that doesn’t say i i died tragically in france
phoebe|okay
phoebe|hey mon why did you tell the guys you weren’t pregnant
monica|because i’m not
phoebe|we found your test in the trash if you’re not pregnant it’s because i am
chandler|what
chandler|what are you talking about
monica|what are you talking about
phoebe|yes i i am with child
phoebe|and i didn’t want to say anything because it’s your day i didn’t want to steal your thunder
monica|wait a minute
monica|so you told people i was pregnant
monica|does this look like a conversation that i want to remember
chandler|who’s the father
monica|yeah
phoebe|i can’t say
monica|why
chandler|why not
phoebe|i can’t say because he’s famous
rachel|oh my god who is it
monica|phoebe come on you have to tell us
phoebe|okay okay
phoebe|it’s james brolin
phoebe|james brolin is the father of my baby
chandler|as in barbara streisand’s husband james brolin
phoebe|what
phoebe|well he never said that to me
phoebe|how about just the bridemaids
chandler|y’know i am the groom right
chandler|i was told it was kinda big deal
phoebe|it is
rachel|for you
phoebe|oh my god
rachel|oh thank you for doing that
rachel|i just can’t deal with this just quite yet
phoebe|so instead you told me monica was pregnant
rachel|you said that she was i just didn’t disagree with you
phoebe|sneaky
rachel|oh yeah
rachel|oh
rachel|oh by the way
phoebe|uh hmm
rachel|james brolin
phoebe|oh i know
phoebe|i could only think of two names him and ed begley jr
phoebe|and then i remembered he’s gay
rachel|ed begley jr
rachel|is not gay
phoebe|really
chandler|before we go out there i’ve got a present for ya
monica|honey i’m going to put my hand in your pocket
chandler|no
monica|no
chandler|i’ve been taking dancing lessons
monica|what
chandler|yeah the last six weeks
chandler|i wanted this to be a moment you will never forget
monica|oh that is so sweet
chandler|so
chandler|would you care to join me in our first dance as husband and wife
monica|yes
monica|what’s the matter
chandler|i don’t know it’s these new shoes they’re all slippery
monica|well are you going to be able to do this
chandler|not well
monica|well the good news is i don’t think anyone’s looking at us
phoebe|so are you ready to talk about it
rachel|no
phoebe|now
rachel|no
phoebe|okay we’ll talk about something else then
rachel|thank you
phoebe|who’s the father
rachel|ugh
rachel|look honey y’know what
rachel|i haven’t told him yet so until i do i don’t think i should tell anybody else
phoebe|yeah
phoebe|that’s fine
phoebe|that’s fair
phoebe|is it tag
rachel|phoebe
phoebe|okay i’m sorry
phoebe|i’ll stop
rachel|okay
phoebe|is it ross
phoebe|it’s ross isn’t it oh my god it’s joey
rachel|honey stop it
rachel|i am not going to tell you until i tell him
phoebe|ah hah
phoebe|at least we know it’s a him
monica|oh sweet lord
joey|i’m sorry
joey|okay
joey|i went down to the gift shop and it’s either this or a bathrobe
joey|look what’s more important the way i’m dressed or me being with you on your special day
monica|honey i’m not even going to pretend i was listening
monica|hey
monica|hey
ross|hi
ross|i’m uh i’m ross
ross|i don’t i don’t believe we’ve met
ross|i’m monica’s older brother
ross|oh
ross|hello uh mona from her restaurant
ross|mona wow what a what a beautiful name
ross|aw come on mona lisa
ross|mona umm clickclocken
ross|the famous botanist
ross|huh
ross|oh no she’s uh well she’s dead now
ross|no supposedly she was once quite the hottie of the plant world
ross|linda clickclocken
ross|so what uh what what table are you at
ross|oh uh me too
ross|yes there will
ross|oh guess what molly gilbert you’ve just been bumped up to table one
ross|and if it’s all right with you i’m gonna take your place at table six martin clickclocken
joey|that’s better now just bend your arms a little more
joey|there you go
joey|okay look straight ahead
joey|now this time i want you to really put your ass into it
chandler|thank you
chandler|bravo dennis thanks for pleasing my mother so
joey|i don’t believe we’ve met joey tribbiani
joey|wow i’ve admired your work for years
joey|you you’ve done some really amazing stuff
joey|wow dennis phillips
joey|that’s great
joey|how did you guys meet
chandler|funny ha ha or funny
ross|hey
ross|uh i thought i thought you were at table six
ross|oh see before you uh when you showed it to me you you held it that way which uh which was misleading
ross|well i’m hello
joey|chandler
joey|will you see if your mom can give my resume to dennis phillips
joey|‘cause if i can get in a broadway show then i would’ve done it all film television and theater
joey|the only think left would be radio and that’s just for ugly people
chandler|what size shoes do you wear
joey|uh eleven eleven and a half
chandler|great because my shoes are giving me a little problem on the dance floor can i borrow the boots from your costume
joey|uh i don’t even really know where i left those
joey|sorry
chandler|those aren’t eleven and a half
joey|okay fine
joey|i’m a seven
joey|all right i have surprisingly small feet
joey|but the rest of me is good i’ll show ya
monica|can you believe phoebe got pregnant
rachel|oh y’know what honey
rachel|let’s not talk about that right now
monica|this is so huge
rachel|sure but come on as big as your wedding
monica|of course not nothing is
monica|between me and you
rachel|yeah
monica|in this day and age how dumb do you have to be to get pregnant
rachel|hey
rachel|y’know sometimes you can do everything right everyone can wear everything they’re supposed to wear and one of those little guys just gets through
monica|how
rachel|i don’t know
rachel|maybe they have tools
monica|well i i talked to and uh she’s definitely going to have this baby
monica|y’know she said she was gonna raise it on her own
rachel|well maybe that’s maybe that’s really brave
monica|maybe
monica|i just hope she realizes how hard it’s gonna be
rachel|maybe she hasn’t really thought it through that well
monica|well there’s a lot to think about
monica|i mean how is she how is she going to handle this financially
monica|how is she going to juggle work
monica|does she realize she’s not going to have a date again for the next eighteen years
rachel|i don’t know
monica|are you okay
rachel|uh hmm
rachel|i’m just thinking about phoebe poor knocked up phoebe
rachel|oh yes
rachel|thank you very much
rachel|oh that’s that’s actually how the french drink it
phoebe|well i just got off the phone with my lover james brolin
monica|oh really
phoebe|yes and apparently he is married to some singer but he said he would leave her for me
phoebe|and i said james james brolin are you sure
phoebe|james brolin said
monica|rachel’s really the one who’s pregnant
phoebe|what
phoebe|why bother
monica|how do you feel
rachel|i don’t know
rachel|i don’t know how i feel
rachel|this is all happening so fast
rachel|i have to make all these decisions that i don’t want to make
rachel|somebody just take this away from me
phoebe|calm down
phoebe|maybe you’re not pregnant
rachel|what
phoebe|when i got pregnant with the triplets i took that test like three times just to make sure
monica|yes
monica|maybe it’s a false positive
monica|are you sure you peed on the stick right
rachel|how many ways are there to do that
phoebe|i’m i’m just saying don’t freak out until you’re a hundred percent sure
rachel|all right i’ll i’ll take it again when i get home
monica|you you gotta take it now
monica|come on do it as a present to me
rachel|okay
rachel|thank you
monica|okay
phoebe|i’ll run out and get you one
rachel|oh you guys are so great
monica|oh wait a minute
monica|who’s is the father
phoebe|oh no she won’t tell us
monica|oh come on it’s my wedding
monica|that can be my present
rachel|wh hey i just gave you peeing on a stick
phoebe|see
phoebe|this is why you register
ross|it was the chair again
ross|okay
ross|i’m not doing it
ross|it what look i don’t y’know what eh eh hi
ross|umm would you like to dance
ross|yeah
ross|oh great
ross|i wasn’t farting
ross|uh a little game from our table
ross|yes
ross|oh umm well uh maybe maybe later
ross|right now i’m about to dance with this lady
ross|uh unless
ross|unless uh this lady wouldn’t mind letting you go first
ross|yes i i am
ross|in fact umm hey why don’t we try it my special way
ross|you can dance on my feet
ross|yeah
ross|hop on
ross|is the pretty lady looking
ross|keep dancing
chandler|and the world will never know
joey|hey
joey|did you talk to dennis about me yet
chandler|yes i told him how talented you were
chandler|i told him all about days of our lives
joey|no no
joey|no
joey|no
joey|you don’t tell a broadway guy that
joey|now he just thinks i’m a soap actor
chandler|but you’re not just a soap actor
chandler|you are a soap actor with freakishly tiny feet
joey|hey
ross|no no thank you miranda
ross|all right
ross|oh oh were you were you watching
ross|what
ross|of course you can
ross|hop on
ross|i am so gonna score
ross|i like your bow
joey|i’d like to propose a toast
joey|to monica and chandler the greatest couple in the world
joey|and my best friends
joey|now my when i first found out they were getting married i was i was a little angry
joey|i was like why god
joey|why
joey|how can you take them away from me
joey|but then i thought back over all our memories together some happy memories
joey|and and there was some sad memories
joey|i’m sorry
joey|and and some scared memories whoa
joey|eh
joey|and then and then i realized i’ll always be their friend their friend who can speak in many dialects and has training in stage combat and is willing to do partial nudity
joey|oh
joey|to the happy couple
ross|that was very nice ashley
ross|no no
ross|oh
ross|oh you you sure
ross|okay
ross|okay
ross|so what’s uh what’s your name
ross|that’s that’s pretty
ross|whoa
ross|whoa
ross|whoa
ross|what are you doing there gert
ross|okay
ross|hop on gert
ross|i’m trying
ross|maybe i should stand on your feet
joey|so did you uh happen to catch my toast up there
joey|well i’d like to think there was something for everyone
joey|look i know you’re casting for this new show
joey|oh see that’s where you’re wrong
joey|whatever it is i can do it
joey|and if didn’t see it up there just just try me
joey|well i’m not proud of this but
monica|hey are you ready to get back on the dance floor
chandler|did it turn into sand
monica|ohh come on i love this song
monica|come on you’ll be fine
chandler|no
chandler|no i won’t
chandler|do you know why i took all those lessons
chandler|see for the first time i didn’t want you to be embarrassed to be seen on the dance floor with some clumsy idiot
monica|oh sweetie you can never embarrass me
monica|okay you can easily embarrass me
monica|but come on it doesn’t matter
monica|all right
monica|i married you
monica|so i want to dance on my wedding night with my husband
monica|come on
monica|just try not to move your feet at all
monica|there you go
chandler|why
rachel|how much longer
phoebe|seconds
rachel|seconds okay
monica|did i miss it
monica|rachel i i want you to know that if it’s positive we’re gonna
rachel|oh i know
rachel|i know
phoebe|it’s time
monica|go ahead rach
rachel|oh wait
rachel|y’know what
rachel|i can’t i can’t look at it
rachel|i can’t
rachel|somebody else tell me somebody tell me
phoebe|okay
rachel|okay
phoebe|umm it’s negative
rachel|what
phoebe|it’s negative
rachel|oh
rachel|oh
rachel|well there you go
rachel|whew
rachel|that is that’s great that is really great great news
rachel|y’know ‘cause the whole not being ready and kinda the financial aspects all that
rachel|whew
rachel|wow this is so just the way it was supposed to be
rachel|god
monica|well well great
phoebe|here
rachel|thanks
rachel|god this is so stupid
rachel|how could i be upset over something i never had
rachel|it’s negative
phoebe|no it’s positive
rachel|what
phoebe|it’s it’s not negative it’s positive
rachel|are you sure
phoebe|well yeah i lied before
rachel|oh
monica|oh god
phoebe|now you know how you really feel about it
rachel|oh oh that’s a risky little game
monica|are you really gonna do this
rachel|yeah
rachel|i’m gonna have a baby
rachel|i’m gonna have a baby
rachel|i’m gonna have a baby
phoebe|with who
rachel|ah it’s still not the time
ross|i just didn’t see the fast song coming
joey|shh
joey|shh
joey|don’t try to talk we’ll get you up to your room we’ll soak your feet you’ll be okay
ross|oh thank you
joey|yeah
joey|tell me about it i feel like i’m holding down the fort all by myself
joey|yeah
ross|wait a minute
ross|no
ross|i’m the nice one
ross|i’m the one who danced with the kids all night
ross|how how small are your feet
rachel|listen y’know what sir
rachel|for the last time i don’t care what the computer says we did not take a bag of mashuga nuts from the mini bar and we did not watch doctor do me a little
joey|hey
phoebe|oh
phoebe|joey uh were you in our room last night
joey|no
joey|i was told the name of the movie would not appear on the bill
chandler|hi
chandler|we’re checking out of the bridal suite
monica|that’s right
monica|i’m no longer a bride
monica|i’ll never be a bride again
monica|now i’m just someone’s wife
chandler|and i’m the happiest guy in the world
chandler|oh honey come on don’t be upset
chandler|we still have so much to look forward to
monica|oh yeah right
chandler|we got the honeymoon
monica|that’s not ‘til thursday
chandler|the wedding pictures
monica|they won’t be ready for weeks
chandler|not the disposable cameras from the tables
monica|that’s true
monica|i knew i married you for a reason
chandler|i’ll tell you what i will go get them developed and you can go home
monica|okay
chandler|what
chandler|what did you take a picture of
joey|nothing
joey|it was something
chandler|okay ross has the cameras has he checked out yet
rachel|are you joking
rachel|check out is not ‘til noon and he has a good eleven minutes left
chandler|oh
monica|ross has never checked out of a room a minute before he had to
rachel|yeah one time when we were dating uh we got a late checkout he got so excited it was the best sex we ever had
rachel|until y’know he screamed out radisson at the end
chandler|okay well i’m gonna get ross get the cameras and get them developed
chandler|joe
chandler|you’re
monica|oh thanks
monica|champagne strawberries oh my god
monica|i can’t believe chandler ordered prn on our wedding night
joey|yeah that’s sad
joey|mashuga nut
ross|hi
chandler|hey
chandler|soaps
chandler|shampoos
chandler|are you really taking all this stuff
ross|why not
ross|it’s built into the price of the room
chandler|yeah but you don’t need what is this
ross|thread
chandler|score
chandler|where are the disposable cameras
ross|what disposable cameras
chandler|the cameras
chandler|remember last night i told you to take them
ross|no you didn’t
chandler|yes
chandler|remember
chandler|right before we cut the cake i went up to you and i said
ross|oh oh yeah you you came up to me and asked if i could do you a favor and my uncle murray came up to you and handed you a check
ross|and then you said why do they call it a check
ross|why not a yugoslavian
ross|yeah then you did that
chandler|so you don’t have the cameras
ross|no
ross|sorry man
chandler|so
chandler|what
chandler|what
chandler|they’re gone
chandler|monica’s gonna freak
ross|well i’m sure they’re still somewhere here in the hotel
ross|i’ll i’ll help you look for them
chandler|great
ross|in in three minutes
phoebe|hey
monica|hey
phoebe|are you gonna open the presents without chandler
monica|no
monica|but they’re callin’ out to me
monica|i mean this little guy even crawled up into my lap
monica|oh come on chandler wouldn’t mind if i opened just one present
monica|what do you think it is
phoebe|a little mirror that when you look into it you see yourself as an old woman
monica|a tiny salt shaker
phoebe|ohhh
phoebe|my god
phoebe|for tiny salt
monica|oh wow
monica|okay
monica|well that was fun
phoebe|oh yeah
monica|good
monica|okay i’m just gonna wait for chandler to open the rest of them
phoebe|okay
monica|whew
monica|although y’know this is part of a salt and pepper set
monica|i mean i guess y’know it may just count as a half a present
monica|what do you think
phoebe|well i guess it’s okay to open one more if it’s part of a set
phoebe|y’know it’s probably this one
monica|or this one
rachel|hi
monica|hey how are you feelin’
monica|any morning sickness
rachel|shh shh shh
rachel|the guys don’t know yet do they
monica|no
monica|joey and ross don’t know anything and chandler still thinks that phoebe’s pregnant
phoebe|yeah that’s right chandler does still think i’m pregnant
phoebe|he hasn’t asked me how i’m feeling or offered to carry my bags
phoebe|boy i feel bad for the woman who ends up with him
phoebe|after you of course
rachel|don’t worry i promise that you will only have to be pregnant for a few more hours ‘cause i’m going to tell the father today
phoebe|ooh is it someone in this building
phoebe|is it that tall guy from the first floor
rachel|ew
rachel|no
phoebe|what
phoebe|i think he’s cute
rachel|well then you have his baby
phoebe|believe me i’m trying
monica|wow
monica|y’know it is so weird
monica|i mean you’re gonna tell this guy today and he has no idea what’s gonna happen
phoebe|yeah
phoebe|you’re just gonna knock on his door and change his life forever
phoebe|you’re like ed mcmahon except without the big check or the raw sexual magnetism
rachel|yeah
rachel|uh huh i guess it is pretty big news
phoebe|pretty big
phoebe|it’s huge
phoebe|god this guy doesn’t have a clue
phoebe|he’s just walking down the street thinking ‘i had sex with rachel green
phoebe|i rock
phoebe|’ then bam
phoebe|he’s a father and everything’s different
